5letter code	kingdom/super group	clade/phylum	supergroup2	order	family	scientific name	synonym used for letter code	taxID from NCBI	data source	genome version	Pubmed ID paper	#proteins	# organellar proteins	# mitochondrium proteins 	# plastid proteins	# plasmid proteins	isoforms available	number of isoforms	date added to database	date updated/checked	URL source	URL working?	non-URL source	publicly available	source mitochondrial sequences	mt-URL working?	source of plastid sequences	pt-URL working?	notes	numer of plasmids	plasmid sources working?	plasmid source 01	plasmid source 02	plasmid source 03	plasmid source 04	plasmid source 05	plasmid source 06
ASPNI	Fungi	Ascomycota	saccharomyceta	Eurotiales	Aspergillaceae	Aspergillus nidulans	-	162425	genome			9536	0	0	0	0			27/05/2011	05/06/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/149/205/GCF_000149205.2_ASM14920v2/GCF_000149205.2_ASM14920v2_protein.faa.gz	yes			http://www.broadinstitute.org/ftp/pub/annotation/fungi/aspergillus/genomes/aspergillus_nidulans/aspergillus_nidulans_mitochondrion_6_proteins.fasta	no											
BATDE	Fungi	Chytridiomycota	Chytridiomycetes	Rhizophydiales	-	Batrachochytrium dendrobatidis	-	109871	genome	1	-	8732	0	0	0	0	no	0	12/01/2009	13/05/2020	ftp://ftp.jgi-psf.org/pub/JGI_data/Batrachochytrium_dendrobatidis/annotation/v1.0/Batde5_best_proteins.fasta.gz + ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000203795.1_v1.0/GCF_000203795.1_v1.0_protein.faa.gz + https://mycocosm.jgi.doe.gov/Batde5/Batde5.home.html	no		yes					first link working 								
BOTCI	Fungi	Ascomycota	saccharomyceta	Helotiales	Sclerotiniaceae	Botrytis cinerea	-	40559	genome	?	-	16448	38	38	0	0	no	0	05/02/2009	13/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/fungi/botrytis_cinerea/genomes/botrytis_cinerea__b05.10/botrytis_cinerea__b05.10__1_proteins.fasta + ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/143/535/GCF_000143535.1_BotFuc_Aug2005/GCF_000143535.1_BotFuc_Aug2005_protein.faa.gz	no		yes	http://www.broadinstitute.org/ftp/pub/annotation/fungi/botrytis_cinerea/genomes/botrytis_cinerea_b05.10_mito/botrytis_cinerea_b05.10_mito_5_proteins.fasta	no											
BOTCIT4	Fungi	Ascomycota	saccharomyceta	Helotiales	Sclerotiniaceae	Botrytis cinerea	-	40559	genome	?	-	10400	0	0	0	0	no	0	29/03/2015	13/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/fungi/botrytis_cinerea/genomes/botrytis_cinerea__t4/botrytis_cinerea__t4__1_proteins.fasta	no		yes													
BOTCIVA	Fungi	Ascomycota	saccharomyceta	Helotiales	Sclerotiniaceae	Botrytis cinerea	-	40559	genome	?	-	10351	0	0	0	0	no	0	29/03/2015	13/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/fungi/botrytis_cinerea/genomes/botrytis_cinerea__b05.10_vankan/botrytis_cinerea__b05.10_vankan__1_proteins.fasta	no		yes													
COPCI	Fungi	Basidiomycota	Agaricomycotina	Agaricales	Psathyrellaceae	Coprinopsis cinerea	-	5346	genome	?	-	13342	16	16	0	0	no	0	12/01/2009	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/182/895/GCF_000182895.1_CC3/GCF_000182895.1_CC3_protein.faa.gz	yes		yes	http://www.broadinstitute.org/ftp/pub/annotation/fungi/coprinus_cinereus/	no											
CRYNE	Fungi	Basidiomycota	Agaricomycotina	Tremellales	Tremellaceae	Cryptococcus neoformans var. grubii H99	-	235443	genome			10560	0	0	0	0			27/05/2011	05/06/2020	ftp://ftp.broadinstitute.org/pub/annotation/fungi/cryptococcus_neoformans/genomes/cryptococcus_neoformans_var._grubii_h99/	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_018792.1 + http://www.ncbi.nlm.nih.gov/nuccore/NC_004336.1	yes											
ENCCU	Fungi	Microsporidia	-	Apansporoblastina	Unikaryonidae	Encephalitozoon cuniculi	-	6035	genome	?	-	1984	0	0	0	0	no	0	26/11/2010	13/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/091/225/GCF_000091225.1_ASM9122v1/GCF_000091225.1_ASM9122v1_protein.faa.gz	yes		yes													
FONAL	Fungi	Nucleariidae and Fonticula group	-	-	-	Fonticula alba	-	691883	genome	?	-	5881	20	20	0	0	yes	408	29/03/2015	26/05/2020	https://protists.ensembl.org/Fonticula_alba_gca_000388065/Info/Index	yes		yes	http://www.broadinstitute.org/annotation/genome/multicellularity_project/download/?sp=EAProteinsFasta&sp=SFont_alba_ATCC_38817_V2_Mito&sp=S.zip	yes											
GIGMA	Fungi	Mucoromycota		Diversisporales	Gigasporaceae	Gigaspora margarita		4874	genome	?	31621176	29544	0	0	0	0			18/05/2020		https://www.ncbi.nlm.nih.gov/genome?LinkName=bioproject_genome&from_uid=267628	yes		yes													
LACBI	Fungi	Basidiomycota	Agaricomycotina	Agaricales	Tricholomataceae	Laccaria bicolor	-	29883	genome			23132	0	0	0	0			05/02/2009	22/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Lacbi2	yes															
PYRGR	Fungi	Ascomycota	saccharomyceta	Magnaporthales	Magnaporthaceae	Magnaporthe grisea	-	148305	genome			12836	0	0	0	0			27/05/2011		http://www.broad.mit.edu/ftp/pub/annotation/fungi/magnaporthe_grisea/assembly2/release2.3/magnaporthe_grisea_2.3_proteins.fasta.gz	no															
MORVE	Fungi	Mucoromycota	Mortierellomycotina	Mortierellales	Mortierellaceae	Mortierella verticillata	-	78898	genome	?	-	12457	26	26	0	0	yes	112	29/03/2015	26/05/2020	https://www.ncbi.nlm.nih.gov/bioproject/20603	yes		yes	http://www.broadinstitute.org/annotation/genome/multicellularity_project/download/?sp=EAProteinsFasta&sp=SMort_vert_NRRL_6337_V1_MITO&sp=S.zip	yes											
MUCCI	Fungi	Mucoromycota	Mucoromycotina	Mucorales	Mucorineae	Mucor circinelloides	-	36080	genome	2	-	11719	0	0	0	0	no	0	27/05/2011	26/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Mucci2	yes		yes													
NEUCR	Fungi	Ascomycota	saccharomyceta	Sordariales	Sordariaceae	Neurospora crassa	-	5141	genome	?	-	9730	31	28	0	3	yes	1055	27/05/2011	26/05/2020	ftp://ftp.broadinstitute.org/pub/annotation/fungi/neurospora_crassa/assembly/	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_026614.1	yes				1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001570.1					
PHACH	Fungi	Basidiomycota	Agaricomycotina	Polyporales	Phanerochaetaceae	Phanerochaete chrysosporium	-	5306	genome			13602	0	0	0	0			12/01/2009	22/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Phchr2	yes															
PHYBL	Fungi	Mucoromycota	Mucoromycotina	Mucorales	Phycomycetaceae	Phycomyces blakesleeanus	-	4837	genome	2	-	16528	0	0	0	0	no	0	03/11/2010	26/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Phybl2	yes		yes													
RHIIR	Fungi	Mucoromycota	Glomeromycotina	Glomerales	Glomeraceae	Rhizophagus irregularis	-	588596	genome			26147	0	0	0	0			29/03/2015	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/439/145/GCF_000439145.1_ASM43914v3/GCF_000439145.1_ASM43914v3_protein.faa.gz	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_014489.1	yes											
RHIOR	Fungi	Mucoromycota	Mucoromycotina	Mucorales	Rhizopodaceae	Rhizopus oryzae	-	64495	genome	?	-	17459	23	23	0	0	no	0	02/11/2010		http://www.broadinstitute.org/ftp/pub/annotation/fungi/rhizopus_oryzae/genomes/rhizopus_delemar_99-880/rhizopus_delemar_99-880_3_proteins.fasta	yes		yes	http://www.broadinstitute.org/ftp/pub/annotation/fungi/rhizopus_oryzae/genomes/rhizopus_delemar_99-880/rhizopus_oryzae_ra_99-880_mito_assembly_3_3_proteins.fasta	yes											
SACCE	Fungi	Ascomycota	saccharomyceta	Saccharomycetales	Saccharomycetaceae	Saccharomyces cerevisiae	-	4932	genome	?	-	5887	19	19	0	0	no	0	02/11/2010	26/05/2020	http://downloads.yeastgenome.org/sequence/S288C_reference/orf_protein/orf_trans.fasta.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001224.1	yes											
PICST	Fungi	Ascomycota	saccharomyceta	Saccharomycetales	Debaryomycetaceae	Scheffersomyces stipitis	Pichia stipitis	4924	genome	2	-	5807	0	0	0	0	no	0	03/01/2011	26/05/2020	https://genome.jgi.doe.gov/portal/Picst3/Picst3.download.ftp.html	yes		yes													
SCHPO	Fungi	Ascomycota	Schizosaccharomycetes	Schizosaccharomycetales	Schizosaccharomycetaceae	Schizosaccharomyces pombe	-	4896	genome	?	-	5146	10	10	0	0	no	0	12/01/2009	26/05/2020	ftp://ftp.ensemblgenomes.org/pub/fungi/current/fasta/schizosaccharomyces_pombe/pep/	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001326.1	yes											
SPIPU	Fungi	Chytridiomycota	Chytridiomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces punctatus	-	109760	genome	1	-	8952	25	25	0	0	yes	472	29/03/2015	26/05/2020	https://www.ncbi.nlm.nih.gov/bioproject/37881	yes		yes	http://www.broadinstitute.org/annotation/genome/multicellularity_project/download/?sp=EAProteinsFasta&sp=SS_punctatus_V1_Mito_GB&sp=S.zip	yes											
TUBME	Fungi	Ascomycota	saccharomyceta	Pezizales	Tuberaceae	Tuber melanosporum	-	39416	genome			10058	0	0	0	0			27/05/2011	22/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Tubme1v2	yes															
USTMA	Fungi	Basidiomycota		Ustilaginales	Ustilaginaceae	Ustilago maydis		5270	genome	2.2?	?	6785	0	0	0	0			19/05/2020		https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Ustma2_2	yes															
EMIHU	Haptophyta			Isochrysidales	Noelaerhabdaceae	Emiliania huxleyi	-	2903	genome	?	-	33340	140	21	119	0	no	0	12/01/2009	26/05/2020	http://genome.jgi-psf.org/Emihu1/download/Emihu1_reduced_proteins.fasta.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_005332.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_013498.1	yes									
AMPQU	Holozoa	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon queenslandica	-	400682	genome	?	-	30060	13	13	0	0	no	0	17/01/2011	12/05/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/090/795/GCF_000090795.1_v1.0/GCF_000090795.1_v1.0_protein.faa.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008944.1	yes											
CAEEL	Holozoa	Eumetazoa	Bilateria	Rhabditida	Rhabditidae	Caenorhabditis elegans	-	6239	genome	?	-	18627	12	12	0	0	yes	8923	12/01/2009	12/05/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/985/GCF_000002985.6_WBcel235/GCF_000002985.6_WBcel235_protein.faa.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_001328.1	yes											
CAPOW	Holozoa	Ichthyosporea	-	-	-	Capsaspora owczarzaki	-	192875	genome	maybe v2	-	8758	0	0	0	0	T#	1365	29/03/2015	12/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/ + https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/151/315/GCF_000151315.2_C_owczarzaki_V2/GCF_000151315.2_C_owczarzaki_V2_protein.faa.gz	yes		yes					links indicate both being version2, Broadinstitute link not working								
CIOIN	Holozoa	Eumetazoa	Bilateria	Enterogona	Cionidae	Ciona intestinalis	-	7719	genome			14913	0	0	0	0			29/03/2015	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/224/145/GCF_000224145.3_KH/GCF_000224145.3_KH_protein.faa.gz	yes															
DANRE	Holozoa	Eumetazoa	Bilateria	Cypriniformes	Cyprinoidea	Danio rerio	-	7955	genome	?	-	43153	0	0	0	0	no	0	29/03/2015		ftp://ftp.ensembl.org/pub/release-79/fasta/danio_rerio/pep/Danio_rerio.Zv9.pep.all.fa.gz	yes		yes													
DROME	Holozoa	Eumetazoa	Bilateria	Diptera	Drosophilidae	Drosophila melanogaster	-	7227	genome	?	-	30413	13	13	0	0	no	0	29/10/2010	12/05/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/215/GCF_000001215.4_Release_6_plus_ISO1_MT/GCF_000001215.4_Release_6_plus_ISO1_MT_protein.faa.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_024511.2	yes											
FUGRU	Holozoa	Eumetazoa	Bilateria	Tetraodontiformes	Tetraodontidae	Fugu rubripes	-	31033	genome			26721	0	0	0	0			29/10/2010	05/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Takru4	yes			http://www.ncbi.nlm.nih.gov/nuccore/23397366	no											
HOMSA	Holozoa	Eumetazoa	Bilateria	Primates	Hominidae	Homo sapiens	-	9606	genome			26392	0	0	0	0			12/01/2009	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/405/GCF_000001405.39_GRCh38.p13/GCF_000001405.39_GRCh38.p13_protein.faa.gz	yes			mt source is same like protein resource since the mt proteins are included												
HYDMA	Holozoa	Eumetazoa	Cnidaria	Anthoathecata	Hydridae	Hydra vulgaris	 Hydra magnipapillata	6087	genome			36059	0	0	0	0			17/01/2011	05/06/2020	https://research.nhgri.nih.gov/hydra/download/?dl=aa	yes			http://www.ncbi.nlm.nih.gov/nuccore/200004074	no											
MONBR	Holozoa	Choanoflagellida	-	-	Codonosigidae	Monosiga brevicollis	-	81824	genome	1	-	9196	32	32	0	0	no	0	03/11/2010	26/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Monbr1	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_004309.1	yes											
MUSMU	Holozoa	Eumetazoa	Bilateria	Rodentia	Muridae	Mus musculus	-	10090	genome	GRCm38.p6	-	35240	13	13	0	0	yes	4144	29/03/2015	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/001/635/GCF_000001635.26_GRCm38.p6/GCF_000001635.26_GRCm38.p6_protein.faa.gz	yes		yes	mt source is same like protein resource since the mt proteins are included												
NEMSP	Holozoa	Eumetazoa	Cnidaria	Actiniaria	Edwardsiidae	Nematostella sp. JVK-2006	-	388630	mito	?	-	0	13	13	0	0	no	0	26/05/2013	12/05/2020	0			yes	http://www.ncbi.nlm.nih.gov/nuccore/109156556	yes											
NEMVE	Holozoa	Eumetazoa	Cnidaria	Actiniaria	Edwardsiidae	Nematostella vectensis	-	45351	genome	?	-	27273	0	0	0	0	no	0	24/06/2011	12/05/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/209/225/GCF_000209225.1_ASM20922v1/GCF_000209225.1_ASM20922v1_protein.faa.gz	yes		yes													
SALRO	Holozoa	Choanoflagellida	-	-	Salpingoecidae	Salpingoeca rosetta	-	946362	genome	?	-	11624	0	0	0	0	T#	107	29/03/2015	12/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/ + https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/188/695/GCF_000188695.1_Proterospongia_sp_ATCC50818/GCF_000188695.1_Proterospongia_sp_ATCC50818_protein.faa.gz	no		yes					Broadinstitute link not working								
SPHAR	Holozoa	Ichthyosporea	-	Ichthyophonida	-	Sphaeroforma arctica	-	72019	genome	?	-	18213	0	0	0	0	T#	517	29/03/2015	12/05/2020	http://www.broadinstitute.org/ftp/pub/annotation/ +https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/186/125/GCF_001186125.1_Spha_arctica_JP610_V1/GCF_001186125.1_Spha_arctica_JP610_V1_protein.faa.gz	no		yes					Broadinstitute link not working								
XENTR	Holozoa	Eumetazoa	Bilateria	Anura	Pipidae	Xenopus tropicalis	-	8364	genome			30810	0	0	0	0			29/10/2010	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/004/195/GCF_000004195.4_UCB_Xtro_10.0/GCF_000004195.4_UCB_Xtro_10.0_protein.faa.gz	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_006839.1	yes											
HYPDU	Holozoa	Tardigrada	Eutardigrada	Parachela	Hypsibiidae	Hypsibius dujardini	-	232323	genome	nHd 3.1	-	20851	0	0	0	0	yes	2	17/11/2017	29/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/082/055/GCA_002082055.1_nHd_3.1/GCA_002082055.1_nHd_3.1_protein.faa.gz	yes	NCBI	yes													
AMOCE	SAR	Alveolata	Dinophyceae	Syndiniales	Amoebophryaceae	Amoebophrya ceratii AT5.2		1775427	genome			19925	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Amoce1/Amoce1.download.html 																
AURAN	SAR	Stramenopiles	Pelagophyceae	Pelagomonadales	-	Aureococcus anophagefferens	-	44056	genome	1	-	11501	105	0	105	0	no	0	05/02/2009	26/05/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Auran1	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_012898.1	yes									
BIGNA	SAR	Rhizaria	Cercozoa	Chlorachniophyceae	-	Bigelowiella natans CCMP2755	-	753081	genome	?	-	21708	61	0	61	0	no	0	01/11/2010	26/05/2020	http://genome.jgi.doe.gov/Bigna1/download/Bigna1_filtered_proteins.fasta.gz	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_008408.1	yes									
BREMI	SAR	Alveolata	Dinophyceae	Suessiales	Symbiodiniaceae	Breviolum minutum		2499525	genome			47014	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Bremi1/Bremi1.download.html 																
CLAGO	SAR	Alveolata	Dinophyceae	Suessiales	Symbiodiniaceae	Cladocopium goreaui SCF055-01			genome			35913	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Clago1/Clago1.download.html 																
CLAOK	SAR	Stramenopiles	Phaeophyceae	Ectocarpales 	Chordariaceae	Cladosiphon okamuranus S strain		309737	genome			14750	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Claok1/Claok1.download.html 																
CYCCR	SAR	Stramenopiles	diatoms	Thalassiosirales	Stephanodiscaceae	Cyclotella cryptica CCMP322 			genome			21121	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Cyccr1/Cyccr1.download.html 																
ECTSI	SAR	Stramenopiles	Pelagophyceae	Ectocarpales	Ectocarpaceae	Ectocarpus siliculosus	-	2880	genome	2	27870061	17413	148	0	148	0	no	0	28/10/2010	26/05/2020	https://bioinformatics.psb.ugent.be/gdb/ectocarpusV2/EctsiV2_prot_LATEST.tfa.gz	yes		yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_013498.1	yes									
FISSO	SAR	Stramenopiles	diatoms	Naviculales	Naviculaceae	Fistulifera solaris JPCC DA0580			genome			20413	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Fisso1/Fisso1.download.html 																
FRACY	SAR	Stramenopiles	diatoms	Bacillariales	Bacillariaceae	Fragilariopsis cylindrus CCMP 1102	-	635003	genome	?	28092920	18077	0	0	0	0	no	0	13/01/2010	26/05/2020	http://genome.jgi-psf.org/Fracy1/download/portalData/Fracy1_GeneModels_FilteredModels2_aa.fasta.gz	yes		yes													
FUGKA	SAR	Alveolata	Dinophyceae	Suessiales	Symbiodiniaceae	Fugacium kawagutii CCMP2468			genome			26609	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Fugka2468_1/Fugka2468_1.download.html 																
MINVA	SAR	Stramenopiles	diatoms	Thalassiosirales	Thalassiosiraceae	Minidiscus variabilis CCMP495 v1.0			genome			25179	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Mintr2/Mintr2.download.html 																
NANGA	SAR	Stramenopiles	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis gaditana B-31			genome			10929	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Nangad1/Nangad1.download.html 																
NANOC	SAR	Stramenopiles	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis oceanica CCMP1779	-	1149776	genome			10641	0	0	0	0			29/03/2015	29/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Nanoce1779_2	yes															
NANSA	SAR	Stramenopiles	Eustigmatophyceae	Eustigmatales	Monodopsidaceae	Nannochloropsis salina CCMP1776			genome			8927	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Nansal1776_1/Nansal1776_1.download.html 																
NEMDE	SAR	Stramenopiles	Phaeophyceae	Ectocarpales 	Chordariaceae	Nemacystus decipiens Onna-1			genome			17099	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Nemde1/Nemde1.download.html 																
OCHSP	SAR	Stramenopiles	Synurophyceae	Ochromonadales	Ochromonadaceae	Ochromonadaceae sp. CCMP2298 v1.0		483371	genome			20195	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Ochro2298_1/Ochro2298_1.download.html 																
OCHS1	SAR	Stramenopiles	Chrysophyceae	Chromulinales	Chromulinaceae	Ochromonas sp. CCMP1393 v1.4		420556	genome			19714	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Ochro1393_1_4/Ochro1393_1_4.download.html 																
PARTE	SAR	Alveolata	ciliates	Peniculida	Parameciidae	Paramecium tetraurelia	-	5888	genome	?	-	39519	32	32	0	0	no	0	29/03/2015	12/05/2020	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000165425.1_ASM16542v1/GCF_000165425.1_ASM16542v1_protein.faa.gz	yes		yes	http://paramecium.cgm.cnrs-gif.fr/download/fasta/Mitochondrial_peptides.fasta	no											
PARIM	SAR	Stramenopiles	Chrysophyceae	Chromulinales	Paraphysomonadaceae	Paraphysomonas imperforata CCMP1604 v1.4 			genome			17134	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Parimp1_4/Parimp1_4.download.html 																
PELSP	SAR	Stramenopiles	Pelagophyceae			Pelagophyceae sp. CCMP2097 v1.0			genome			19402	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Pelago2097_1/Pelago2097_1.download.html 																
PHATR	SAR	Stramenopiles	diatoms	Naviculales	Phaeodactylaceae	Phaeodactylum tricornutum	-	2850	genome	?	-	10025	165	33	132	0	no	0	12/01/2009	28/05/2020	http://genome.jgi-psf.org/Phatr2/download/Phatr2_chromosomes_geneModels_FilteredModels2_aa.fasta.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_016739.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008588.1	yes									
PHYRA	SAR	Stramenopiles	oomycetes	Peronosporales	-	Phytophthora ramorum	-	164328	genome	1,1	-	15743	43	43	0	0	no	0	29/10/2010	28/05/2020	https://mycocosm.jgi.doe.gov/Phyra1_1/Phyra1_1.home.html	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_009384.1	yes											
PHYSO	SAR	Stramenopiles	oomycetes	Peronosporales	-	Phytophthora sojae	-	67593	genome			26584	0	0	0	0			29/10/2010	29/06/2020	https://genome.jgi.doe.gov/portal/pages/dynamicOrganismDownload.jsf?organism=Physo3	yes			http://www.ncbi.nlm.nih.gov/nuccore/NC_009385.1	yes											
PLAFA	SAR	Alveolata	apicomplexa	Haemosporida	Plasmodiidae	Plasmodium falciparum 3D7	-	36329	genome			5383	0	0	0	0			29/10/2010	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/002/765/GCF_000002765.5_GCA_000002765/GCF_000002765.5_GCA_000002765_protein.faa.gz	yes			mt source is same like protein resource since the mt proteins are included		Aioplast		2017-12-07: plastid proteins not updated, no source found, but there is also no plastid file in final! There is a newer version of the data, but it is not published yet, so we stick to the old version!								
PSEMU	SAR	Stramenopiles	diatoms	Bacillariales	Bacillariaceae	Pseudo-nitzschia multiseries CLN-47		635002	genome			19703	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Psemu1/Psemu1.download.html 																
SEMRO	SAR	Stramenopiles	diatoms	Naviculales	Naviculaceae	Seminavis robusta D6			genome			37455	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Semro1/Semro1.download.html 																
SYMMI	SAR	Alveolata	Dinophyceae	Suessiales	Symbiodiniaceae	Symbiodinium microadriaticum CCMP2467			genome			43403	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Symmic1/Symmic1.download.html 																
TETTH	SAR	Alveolata	ciliates	Hymenostomatida	Tetrahymenidae	Tetrahymena thermophila	-	5911	genome	?	-	26996	0	0	0	0	no	0	29/03/2015	12/05/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/635/GCF_000189635.1_JCVI-TTA1-2.2/GCF_000189635.1_JCVI-TTA1-2.2_protein.faa.gz	yes		yes													
THAOC	SAR	Stramenopiles	diatoms	Thalassiosirales	Thalassiosiraceae	Thalassiosira oceanica CCMP1005		637379	genome			34642	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Thaoce1/Thaoce1.download.html 																
THAPS	SAR	Stramenopiles	diatoms	Thalassiosirales	Thalassiosiraceae	Thalassiosira pseudonana	-	35128	genome	?	-	11390	176	35	141	0	no	0	12/01/2009	28/05/2020	http://genome.jgi-psf.org/Thaps3/download/Thaps3_chromosomes_geneModels_FilteredModels2_aa.fasta.gz	yes		yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_007405.1	yes	http://www.ncbi.nlm.nih.gov/nuccore/NC_008589.1	yes									
TOXGO	SAR	Alveolata	apicomplexa	Eucoccidiorida	Sarcocystidae	Toxoplasma gondii	-	5811	genome			8308	0	0	0	0			29/03/2015	05/06/2020	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/006/565/GCF_000006565.2_TGA4/GCF_000006565.2_TGA4_protein.faa.gz	yes							more recent data on ncbi compared to toxodb?								
UNDP1	SAR	Stramenopiles	Phaeophyceae	Laminariales	Alariaceae 	Undaria pinnatifida M23			genome			14300	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Undpi1/Undpi1.download.html 																
VITBR	SAR	Alveolata	Vitrellaceae			Vitrella brassicaformis CCMP3155			genome			21239	0	0	0	0			09.11.20		https://genome.jgi.doe.gov/portal/Vitbras1/Vitbras1.download.html 																
